id,weather_state_name,weather_state_abbr,wind_direction_compass,created,applicable_date,min_temp,max_temp,the_temp,wind_speed,wind_direction,air_pressure,humidity,visibility,predictability
4972549213519872,Showers,s,W,2017-03-30T22:25:59.121490Z,2017-03-30,5.993333333333333,9.621666666666668,9.133333333333333,4.070181268053235,271.54028222669467,1027.3200000000002,68,11.519911218484054,73
6234527508725760,Showers,s,W,2017-03-30T19:25:59.042790Z,2017-03-30,5.919999999999999,9.446666666666667,9.133333333333333,4.073514601386569,269.8563424296186,1027.3200000000002,69,11.519911218484054,73
6154983238008832,Showers,s,WNW,2017-03-30T16:25:59.807680Z,2017-03-30,5.715,9.628333333333332,8.450000000000001,4.10976125426708,289.2940978444656,1027.845,76,11.519911218484054,73
6341042295013376,Showers,s,WNW,2017-03-30T13:25:59.042810Z,2017-03-30,5.715,9.628333333333332,8.450000000000001,3.5512128709337474,297.7608814039624,1027.845,76,10.901957567804025,73
6495566091517952,Showers,s,WNW,2017-03-30T10:25:58.549790Z,2017-03-30,5.303333333333334,10.071666666666667,8.083333333333334,3.6166485376004136,292.4660811330929,1027.845,77,10.960055774278214,73
4712171518820352,Showers,s,WNW,2017-03-30T07:24:59.593260Z,2017-03-30,5.136666666666667,10.071666666666667,8.083333333333334,3.449981870933747,292.4660811330929,1027.845,77,10.960055774278214,73
6176363048337408,Showers,s,WNW,2017-03-30T04:23:59.267710Z,2017-03-30,4.996666666666667,10.036666666666667,7.603333333333334,3.6352896209337473,303.1536142709117,1027.845,76,11.163244154139822,73
6598920184528896,Showers,s,WNW,2017-03-30T01:23:58.970300Z,2017-03-30,4.708333333333333,11.423333333333334,9.683333333333334,6.9218488209337465,297.75448381069594,1022.345,73,11.633311461067366,73
6540003836428288,Showers,s,NW,2017-03-29T22:24:04.424970Z,2017-03-30,5.4816666666666665,10.423333333333334,8.076666666666666,4.111038604267081,305.67169477773575,1027.845,79,15.554163684084944,73
6109000915484672,Showers,s,NW,2017-03-29T19:22:06.353460Z,2017-03-30,5.603333333333334,10.533333333333333,8.086666666666666,4.077705270933747,308.88098537338203,1027.845,79,15.818867811978048,73
5692063609782272,Showers,s,NW,2017-03-29T16:17:09.169260Z,2017-03-30,5.62,10.471666666666666,8.176666666666668,4.272955001956574,310.5651699058541,1027.475,79,15.59455281158037,73
6669632526090240,Showers,s,NW,2017-03-29T13:16:01.950210Z,2017-03-30,5.62,10.471666666666666,8.13,4.295324301956573,319.5596257851094,1027.475,79,14.024969179988865,73
6515542387064832,Showers,s,NW,2017-03-29T10:14:02.436960Z,2017-03-30,5.823333333333333,10.458333333333334,8.09,4.70023716862324,319.0204999461873,1027.475,82,14.113825260478803,73
5706074732625920,Showers,s,NW,2017-03-29T07:14:01.676130Z,2017-03-30,5.823333333333333,10.458333333333334,8.106666666666667,4.696508951956574,319.0204999461873,1027.475,82,14.655660940109758,73
5338694504415232,Showers,s,NNW,2017-03-29T04:14:02.806230Z,2017-03-30,5.823333333333333,10.458333333333334,8.093333333333334,4.325893451956573,335.39771008808765,1027.475,80,13.915607850155094,73
5106988669206528,Showers,s,WNW,2017-03-29T01:12:07.640860Z,2017-03-30,5.668333333333334,11.438333333333333,10.299999999999999,8.250570935289907,292.3413034129607,1021.975,76,11.82158693231528,73
5637035415044096,Showers,s,NNW,2017-03-28T22:10:07.277550Z,2017-03-30,5.501666666666668,9.771666666666667,7.803333333333334,4.42374476862324,335.02625782068105,1027.475,83,11.199594368885707,73
6616254672535552,Showers,s,NNW,2017-03-28T19:04:05.847050Z,2017-03-30,5.38,9.531666666666666,7.84,4.353831901956574,334.80079182248056,1027.475,82,11.412103316630875,73
4924206403813376,Showers,s,NW,2017-03-28T16:01:06.663750Z,2017-03-30,5.703333333333333,10.091666666666667,8.063333333333334,4.9727208395105915,306.7243241547013,1026.825,81,14.73892467986956,73
4798862749335552,Showers,s,NW,2017-03-28T13:01:06.582720Z,2017-03-30,5.87,10.091666666666667,8.186666666666666,5.1393875061772585,309.5205949495976,1026.825,80,14.12190308597789,73
6155135575130112,Heavy Cloud,hc,NW,2017-03-28T10:00:10.508220Z,2017-03-30,6.328333333333333,10.264999999999999,8.5,5.348475389510592,308.58315180785644,1026.325,81,13.179904358546091,71
6735649797308416,Heavy Cloud,hc,NW,2017-03-28T06:56:12.237700Z,2017-03-30,6.161666666666666,10.264999999999999,8.496666666666666,5.3149214395105915,316.2510983312082,1026.325,81,13.674515827567008,71
6398330716291072,Showers,s,NW,2017-03-28T03:56:09.521080Z,2017-03-30,5.828333333333333,10.431666666666667,8.593333333333334,5.477859889510591,321.12413365606426,1026.325,79,11.936540602879186,73
4635467697881088,Showers,s,WNW,2017-03-28T00:56:10.058780Z,2017-03-30,5.948333333333333,10.641666666666667,10.456666666666667,6.835192156177258,299.1276222279082,1021.825,76,13.338975383758848,73
5025199338553344,Showers,s,WNW,2017-03-27T21:53:08.303160Z,2017-03-30,6.281666666666666,10.975,9.163333333333332,5.541500972843925,298.0061261097729,1025.825,81,9.880423327765847,73
4760757128396800,Showers,s,WNW,2017-03-27T18:50:14.940080Z,2017-03-30,6.255,11.235,9.103333333333333,5.698823922843925,295.5904199926829,1026.325,82,10.239575876879027,73
5332676852580352,Showers,s,WNW,2017-03-27T15:50:07.824600Z,2017-03-30,6.091666666666666,10.898333333333333,9.466666666666667,5.7723525326559555,297.9927749866808,1024.415,75,9.606398631989183,73
4755936698695680,Showers,s,WNW,2017-03-27T12:50:13.676910Z,2017-03-30,5.758333333333333,10.731666666666667,9.42,5.879367732655957,292.5947167777265,1024.415,76,9.90092857710968,73
6535460432117760,Showers,s,NW,2017-03-27T09:50:13.620380Z,2017-03-30,5.066666666666667,10.135,8.976666666666667,5.972543499322622,308.1399829040744,1023.915,78,8.943395569871948,73
5060837500780544,Showers,s,WNW,2017-03-27T06:48:09.014660Z,2017-03-30,5.066666666666667,10.135,8.32,5.719024765989289,303.50235221599365,1025.415,73,13.077999483019168,73
6696756184088576,Showers,s,NW,2017-03-27T03:48:10.408070Z,2017-03-30,5.233333333333333,10.301666666666668,8.63,5.66310151598929,325.0399803520159,1025.415,73,13.411675813250616,73
5462271450939392,Showers,s,NW,2017-03-27T00:48:08.719370Z,2017-03-30,5.715,10.171666666666667,10.243333333333332,6.692182015989289,314.695834302486,1020.415,75,10.354529547442933,73
6583837869998080,Showers,s,NW,2017-03-26T21:48:11.462740Z,2017-03-30,5.14,11.513333333333334,9.593333333333334,5.518343267899468,317.8238029882994,1025.135,77,13.20103097908216,73
4829195553210368,Showers,s,WNW,2017-03-26T18:47:12.354580Z,2017-03-30,4.355,11.608333333333334,9.56,5.7428612512328,302.9633606100983,1024.635,74,12.938190964765768,73
5619235862609920,Showers,s,WNW,2017-03-26T15:47:10.682000Z,2017-03-30,4.855,12.608333333333334,10.253333333333332,5.9505383012328,292.32513634942427,1024.635,73,13.784498528593016,73
6546776328765440,Showers,s,WNW,2017-03-26T12:47:11.503480Z,2017-03-30,5.355,12.608333333333334,10.216666666666667,5.780143417899467,292.32513634942427,1024.635,74,16.365053089954664,73
4842137766068224,Heavy Cloud,hc,NW,2017-03-26T09:46:11.533920Z,2017-03-30,3.9250000000000003,10.87,9.729999999999999,6.867989167899467,303.98551927634884,1024.635,68,14.426374970174182,71
6577469238804480,Heavy Cloud,hc,NW,2017-03-26T06:46:14.047170Z,2017-03-30,3.9250000000000003,11.036666666666667,9.97,7.4399283678994665,319.72297970540836,1023.635,69,12.019182971446751,71
4806289418878976,Heavy Cloud,hc,NW,2017-03-26T03:44:13.393950Z,2017-03-30,3.9250000000000003,11.536666666666667,9.59,7.069312867899467,323.86991621844976,1023.635,67,11.904229300882843,71
5687716029136896,Heavy Cloud,hc,NW,2017-03-26T00:44:13.981000Z,2017-03-30,5.628,11.976,11.096666666666666,7.0767216214793605,315.96746794212277,1020.135,71,10.555853813727829,71
5349933225869312,Heavy Cloud,hc,WNW,2017-03-25T21:43:14.494090Z,2017-03-30,6.812,13.210000000000003,14.21,5.079045673268114,300.9858626375252,1017.32,76,,71
6017199344975872,Heavy Cloud,hc,WNW,2017-03-25T18:43:13.461470Z,2017-03-30,6.925999999999999,13.565999999999999,14.21,4.916545673268114,296.12834645629016,1017.32,76,,71
5232851075203072,Heavy Cloud,hc,WNW,2017-03-25T15:42:23.616230Z,2017-03-30,6.725999999999999,13.565999999999999,14.21,4.916545673268114,296.12834645629016,1017.32,76,,71
4886564907778048,Light Cloud,lc,WNW,2017-03-25T12:42:14.214300Z,2017-03-30,6.925999999999999,14.166,15.21,5.416545673268114,299.455507176254,1017.32,74,,70
4558878364663808,Light Cloud,lc,WNW,2017-03-25T09:41:19.439490Z,2017-03-30,7.196000000000001,14.228,15.21,6.354045673268114,291.98663789282693,1017.32,77,,70
5282555657977856,Heavy Cloud,hc,WNW,2017-03-25T06:41:14.456130Z,2017-03-30,7.396000000000001,14.428,15.21,6.354045673268114,286.7961112622993,1017.32,77,,71
4639331692052480,Heavy Cloud,hc,W,2017-03-25T03:39:13.986750Z,2017-03-30,7.596000000000001,14.828,15.21,7.354045673268114,269.05624910297877,1017.32,77,,71
